,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
670,,,,,,,,,,,,,,,pri,1.0,The Central Committee,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Hano,1.0,ba,1.0,"the Commanding Generals of North, Central and South Vietnam",1.0,Oso,1,PerExecu,1.0,Vievnameoc,1.0,Thc Civil Guard,1.0,,,,,aHowanecs,1.0,,,,,,,,
671,,,,,,,,,,,,,,,thc Vietnamese Army,1.0,The Civil Guard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Note,1.0,bc,2.0,the Couos of Action,1.0,OtTier,1,Philippine Military,1.0,Vinh,1.0,Thc Task Force,1.0,,,,,aIso,2.0,,,,,,,,
672,,,,,,,,,,,,,,,the 1959,1.0,The Communist Party,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Paius,1.0,c. Development,1.0,the Crddit National,1.0,OuestiOn,1,"Philippines,""Thailand",1.0,WASHINGTON REF,1.0,The Atomic Energy,1.0,,,,,aSHMO CUT MlNht,1.0,,,,,,,,
673,,,,,,,,,,,,,,,the 1959 ARVN Division,2.0,The Communist Subversive Threat,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Stettinius,1.0,cMi,1.0,the Defense Department,3.0,Ouragon,1,PhuOng,1.0,WHICH,2.0,The Bureau of Intelligence and Research,1.0,,,,,ab!e,1.0,,,,,,,,
674,,,,,,,,,,,,,,,the ARVN 1959 Regiment,1.0,The Council of Ministers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,States Chiefs of Staff,1.0,cOnduct,1.0,the Department of Defense,2.0,OurselVes,2,Phuong,1.0,WORTHWHILE,1.0,The Central Intelligence Agency,1.0,,,,,ag,1.0,,,,,,,,
675,,,,,,,,,,,,,,,the ARVN Division,1.0,The Department of State,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stettinius at San Francisco,1.0,cOnsequsnces,1.0,the Department of Defense hereafter,1.0,Ourselves,1,Planning Board,1.0,Ways U. S.,1.0,The Chef de Province,2.0,,,,,al 1,1.0,,,,,,,,
676,,,,,,,,,,,,,,,the Ad Hoc Committee,2.0,The Discontented However,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sts to CO UI,1.0,cOurses,2.0,the Department of State,2.0,Out Department,1,Policy and Prccccur-n,1.0,Ween Various,1.0,The Civil Guard,2.0,,,,,al 2 Rue Ie Vcrrier,1.0,,,,,,,,
677,,,,,,,,,,,,,,,the American Division,1.0,The Economy of North Vietnam,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stti,1.0,cVery,1.0,the Diem Government,3.0,Outright,1,Power working Group,1.0,Wheclcr,1.0,The Combat Development and Test Center,1.0,,,,,al!,4.0,,,,,,,,
678,,,,,,,,,,,,,,,the Army Territorial Regiments,1.0,The Fatherland Front,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suggested Reexamination of,1.0,cooto,1.0,the European Defense Community,1.0,P. ELY Enclosure,1,Procident THE WHITE HOUSE,1.0,XIV,1.0,The Country Team,1.0,,,,,al! systems,1.0,,,,,,,,
679,,,,,,,,,,,,,,,the Associated Statcs,1.0,The French Arms In South Vietnam,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Allied,1.0,d. Continue,1.0,the Federal Government,1.0,PARIS,2,Psychological Action,1.0,Xathas,1.0,The Defense Department,1.0,,,,,allied satellite force's,1.0,,,,,,,,
680,,,,,,,,,,,,,,,the Civil Guard,12.0,The French Expeditionary Corps,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supreme Headquarters,1.0,dArgenlieu-Ho Chi Minh,1.0,the Foreign Operations Administration,3.0,PARIS 452,1,Psychological Uarfare,1.0,Z.58 Military Assistance,1.0,The Department of Defense,3.0,,,,,anc,3.0,,,,,,,,
681,,,,,,,,,,,,,,,the Department of Defense,1.0,The French Government,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Supremo AlHed Coiimmiid'T. Southeast Asin,1.0,eVacuation,1.0,the Foreign Relations Committee,1.0,PARIS 455,1,Psychological Varfaro,1.0,aVdilable,1.0,The Development Loan Fund,1.0,,,,,anrt'hayc>-?.-de,1.0,,,,,,,,
682,,,,,,,,,,,,,,,the Department of State,5.0,The French National Assembly,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Suretc,1.0,eVentual,1.0,the Fr Parliament,1.0,PARIS EYES,1,Psychological Warfavc,1.0,aVoid,3.0,The Industrial Development Cante,1.0,,,,,armistice lines,1.0,,,,,,,,
683,,,,,,,,,,,,,,,the Diem Government,4.0,The Furtive war,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEE,1.0,eVentuality,1.0,the Free Government of,1.0,PB,1,Public Administration,1.0,anc,1.0,The Internal Security Council,1.0,,,,,asserib-ly idU,1.0,,,,,,,,
684,,,,,,,,,,,,,,,the Foreign Office,1.0,The Hoa Hao,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEL,1.0,ent3,1.0,the Free World,2.0,PHNOM,1,QAssl,1.0,and(6,1.0,The Joint Chiefs,1.0,,,,,b1ood,1.0,,,,,,,,
685,,,,,,,,,,,,,,,the Free World,2.0,The Lao Dong Party,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TELEGRAM,1.0,fOrees,1.0,the French,1.0,POC .group,1,QC NSITIVE,1.0,bc,33.0,The Joint Chiefs of Sial,1.0,,,,,bCen,1.0,,,,,,,,
686,,,,,,,,,,,,,,,the French Expeditionary Corps,1.0,The National Assembly,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THAI,1.0,feaSible,1.0,the French &3Verhment,1.0,POL,3,QT IV FOR US,1.0,bc thc Assembly,1.0,The Joint Chiefs of Staff,7.0,,,,,bOmbmg,1.0,,,,,,,,
687,,,,,,,,,,,,,,,the French Government,1.0,The National Intelligence Estimates,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE HEADS OF GOVERNMENT OF THE UNITED STATES,1.0,gOvernments,1.0,the French Air Force,6.0,PRAVDA,1,QTE,2.0,c. Economic and Technical,2.0,The Kennedy Administration,2.0,,,,,bc,23.0,,,,,,,,
688,,,,,,,,,,,,,,,the Joint Chiefs,2.0,The National Liberation Front,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THE NATIONAL SECURITY COUNCIL,1.0,grcu.n,1.0,the French Air Forces in Tonkin,1.0,PRDiHBFlSU,1,QUAT,4.0,c. Encourage United Nations,1.0,The Military Representative of the,1.0,,,,,becaitSC,1.0,,,,,,,,
689,,,,,,,,,,,,,,,the Joint Chiefs of Staff,6.0,The National Liberation Front of South Vietnam,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TLmoi,1.0,h Union,1.0,the French Armed Forces,1.0,PRINCIPALLY AIR .53905 ',1,QUOTE,3.0,c. Preservation,1.0,The Morale Problem,1.0,,,,,byPremier,1.0,,,,,,,,
690,,,,,,,,,,,,,,,the Manila Pact,3.0,The New York Times,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOU,1.0,hOstilities,1.0,the French Army,1.0,PRIORITY,1,R&C,1.0,c.g..msu,1.0,The Need for Multilateral Action,1.0,,,,,c.d.t.,1.0,,,,,,,,
691,,,,,,,,,,,,,,,the Military Assistance Program,2.0,The Ngo Dinh Diem,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TT'AriIenlieu,1.0,hOweyer,1.0,the French Assembly,1.0,PRIORITY PRIORITY,1,RA,1.0,cOnfinue,1.0,The Parallel Committee,1.0,,,,,cIiss,1.0,,,,,,,,
692,,,,,,,,,,,,,,,the Military Representatives,1.0,"The Organization, Activities",3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTanni,1.0,hTOMAP,1.0,the French Chiefs of Staff,1.0,PROBLEM,2,RADFORD,4.0,cVery,1.0,The Parallel Committees,1.0,,,,,cfa,1.0,,,,,,,,
693,,,,,,,,,,,,,,,the Ministry of Interior,1.0,The Origins and Operations of the International Control Commission,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Taris,2.0,houso,1.0,the French Colonial Army,1.0,PROHlSIYfJ p ag,1,RECOMMENDATIONS,1.0,ctc.,1.0,The Royal Laotian GoVernment,1.0,,,,,choiCC,1.0,,,,,,,,
694,,,,,,,,,,,,,,,the Ministry of the Interior,1.0,The People's Army,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tass,1.0,iHi -y 1,1.0,the French Command,1.0,PROM Department,1,RECONCILE US,1.0,cutTr,1.0,The SEATO Farce,1.0,,,,,conSideration,1.0,,,,,,,,
695,,,,,,,,,,,,,,,the Ministry of the Interior to thePresidency,1.0,The People's Revolutionary Party,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TdasonUj period Indochina,1.0,ieSv,1.0,the French Embassy,1.0,PSYCHOLOGICAL ASPECTS,1,REDEPTEL,1.0,d0,1.0,The Self Defense Corps,1.0,,,,,congress,3.0,,,,,,,,
696,,,,,,,,,,,,,,,the Mutual DefenSe ASsistance Program Message,1.0,The Peoples Revolutionary Party,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TeIograph Brandi,1.0,impo-Oiblo,1.0,the French Expeditionary Force,1.0,Pacific,1,REF,1.0,deVelop,2.0,The Seourity Council,1.0,,,,,contra,1.0,,,,,,,,
697,,,,,,,,,,,,,,,the National Army,3.0,The Phu Loi,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tehran Amomba,1.0,indicatiGnu,1.0,the French Expeditionary Forces,1.0,Pacifice a. Full,1,RELATIONS wITd FRENCH III,1.0,"documentation,-",1.0,The Seventh Fleet,1.0,,,,,criLinal,1.0,,,,,,,,
698,,,,,,,,,,,,,,,"the National Army, Civil Guard",1.0,The Politics of Foreign Aid (,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telegram INDICATE Collect Charge Department Charge,1.0,ineVitably,1.0,the French G-2,2.0,PageA,1,REPEAIED.-INFORHATiCN aIGON,1.0,eVcntual,1.0,The South Vietnamese Governmcnt,1.0,,,,,ctRSCE,1.0,,,,,,,,
699,,,,,,,,,,,,,,,the National Guard,1.0,The Popular Revolutionary Committee,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Telogr,1.0,ini,1.0,the French GoVernment,19.0,Par,1,REVOLUTIONARY COMMITTEE,1.0,eVen,1.0,The Task Force,3.0,,,,,dCnounccd,1.0,,,,,,,,
700,,,,,,,,,,,,,,,the National Security Council,4.0,The Rand Corporation,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Terence,1.0,irnroVC,1.0,the French GoVernment's,2.0,Parcdi WOttld,1,ROK,5.0,eilClOSc,1.0,The U. S.,1.0,,,,,dis-cipIinea,1.0,,,,,,,,
701,,,,,,,,,,,,,,,the President's Committee to Study the United StateS Military ASsiStanc Program,1.0,The Revolutionary Committee,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Territorial Assembly,1.0,jOin,1.0,the French GoVonnment,1.0,Pari,1,ROK Forces,1.0,er.vs,1.0,The U. S. Peace Corps,1.0,,,,,eScaiaticn,1.0,,,,,,,,
702,,,,,,,,,,,,,,,the President's Committee to Study the United States Military AssiStance Program,1.0,The Roots of Conflict (Englewood Cliffs,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Th,1.0,jOint,3.0,the French Government,20.0,Paris 186,1,ROOT OF BASIC PARAGRAPH ONE EMBTEL 2433,1.0,fed,1.0,The U.S. Country Team,3.0,,,,,eonStitutcd,1.0,,,,,,,,
703,,,,,,,,,,,,,,,the Proposed Organization of the Law Enforcement Agencies,1.0,"The Roots of Conflict (New York Prentice Hall, 1967",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Th Combined Chiefs,1.0,lO,1.0,the French Government's,1.0,Paris 4383,2,ROTATIN,1.0,ftECltaT,1.0,The U.S. Government,4.0,,,,,eyeuitncSS,1.0,,,,,,,,
704,,,,,,,,,,,,,,,the RVN Government,1.0,The Self-Defense Corps,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thal Annamese Anny,1.0,lO-c-(2,1.0,the French National Assembly,1.0,Paris 4580,1,RTC,1.0,general war,1.0,The US Army Security,1.0,,,,,f. Meetings,1.0,,,,,,,,
705,,,,,,,,,,,,,,,the Saigon Complex,1.0,The State Department,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thay,1.0,lTavcl,1.0,the French Navy,2.0,Paris 4607,1,RadfOrd,1.0,givcn,1.0,The US Navy,1.0,,,,,fIexibillty,1.0,,,,,,,,
706,,,,,,,,,,,,,,,the Saigon Military MisSion,1.0,The Struggle for Indo-China,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thc,1.0,mm.mea pru ACHESON,1.0,the French Union,1.0,Paris 4850,1,Radford,5.0,goVcrnmcnt,1.0,The USMS CORE,1.0,,,,,fed,1.0,,,,,,,,
707,,,,,,,,,,,,,,,the Saigon Military Mission,1.0,The Struggle for Indochina,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thc Socialist Party Conference,1.0,n co.,1.0,the French Union Forces,1.0,Paris 6p,1,Radio,1.0,gur,1.0,The VN Navy,1.0,,,,,foe,1.0,,,,,,,,
708,,,,,,,,,,,,,,,the Saigon Military Mission (SNM,1.0,The U.S. Department of State,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thc State Department,1.0,n. j,1.0,the French representatiVes,1.0,Paris 7,1,Radio France-Asia,2.0,h-SC,1.0,The Vietnamese Forces,1.0,,,,,funda,1.0,,,,,,,,
709,,,,,,,,,,,,,,,the Sccretary forInternational Security Affairs,1.0,The U.S. Government,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Air Force,1.0,n.e Joint Chiefs of Staff,1.0,the General Assembly,1.0,Paris 74,1,Rational Assembly,1.0,incrcasc,2.0,The Vietnamese Military Budget,1.0,,,,,has.fully,1.0,,,,,,,,
710,,,,,,,,,,,,,,,the Self-Defense Corps,2.0,The U.S. Navy,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The American Army,1.0,nCod,1.0,the General Staff,1.0,Paris Action,1,Readiness,1.0,independence49,1.0,The Washington Task Force,1.0,,,,,he!p,2.0,,,,,,,,
711,,,,,,,,,,,,,,,the South Vietnamese Army,3.0,The Vietnamese Army,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The British Chiefs of Staff,2.0,nJ,1.0,the GoVernment of the United Kingdom CONFIDENTIAL,1.0,Paris Contra,1,Realize Department,1.0,individua.1,1.0,The White House,1.0,,,,,iG,1.0,,,,,,,,
712,,,,,,,,,,,,,,,the Temporary Equipment Recovery Mission (TERM,1.0,The Vietnamese Psychological Action Section,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The British Consulate General,1.0,nWe,1.0,the GoVernment of the United States,1.0,Paris Delivery,1,Recommendation FEPSADRHeathrk,1.0,j. Equipment,1.0,The southernmost corp,1.0,,,,,iR,1.0,,,,,,,,
713,,,,,,,,,,,,,,,the Training Relations Instruction Mission (TRIM,1.0,The washington Post,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The British Hanoi,1.0,natiVe armed forces end the,1.0,the Government of the United States,1.0,Paris Indeed,1,Red China,3.0,k,1.0,Thera,1.0,,,,,iStnan,1.0,,,,,,,,
714,,,,,,,,,,,,,,,the Trapnell Interpretation,1.0,Third National Congress,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The British Pacific,1.0,nl lY,1.0,the Hanoi Tactical School,1.0,Paris Paragraph 4,1,Red Chinese,1.0,k 7 ',1.0,Thesc,1.0,,,,,iU,1.0,,,,,,,,
715,,,,,,,,,,,,,,,the U. S. Role,1.0,Third Party Congress,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Central Committee Wishes,1.0,nonCommunist,1.0,the Indo-China,1.0,Paris S',1,Reduced Pay Trainees,1.0,lO,1.0,Thestruggle,1.0,,,,,iaekeyS,1.0,,,,,,,,
716,,,,,,,,,,,,,,,the U.S. Army,4.0,Thoi Luan,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Combined Chiefs of Stall,1.0,nrmy,1.0,the Intelligence Advisory Committee,2.0,Parliament,7,Republic of Vietnam,1.0,lOcal,1.0,Thia,1.0,,,,,invol,1.0,,,,,,,,
717,,,,,,,,,,,,,,,the U.S. Army 7R Division,1.0,Thos,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Division of Far Eastern Affairs (FE,1.0,oVerlook,1.0,the Joint Chiefs,1.0,Parts,1,Resolution Of Phan ' ',1.0,m.cl,1.0,Thompson,4.0,,,,,jEft,1.0,,,,,,,,
718,,,,,,,,,,,,,,,the U.S. Army Command,1.0,Time,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The French Assembly,1.0,oVert,3.0,the Joint Chiefs of Staff,26.0,PbselVeB-.MMi09,1,Review of U.S. Policy,1.0,mittee,1.0,Transport Group,1.0,,,,,kiH,2.0,,,,,,,,
719,,,,,,,,,,,,,,,the U.S. Division,2.0,Tne Two Viet Nams,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The French Comniutee,1.0,p-'OVisicn,1.0,the Joint Chiefs of Staff J. LAWTON COLLINS,1.0,Pentagon,1,Revolutionary Committee,4.0,moVcments29,1.0,Transportation,1.0,,,,,l7-Nonaligned Nation,1.0,,,,,,,,
720,,,,,,,,,,,,,,,the U.S. Government,1.0,Tonkin,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The French Council of Ministers,1.0,p1 J Laos,1.0,"the Joint Chiefs of Staff U. LALCn, Hear ml.",1.0,Peoples Governments of Laos,1,Riviera,1.0,moVomencs,1.0,Trapnell,2.0,,,,,lTab,1.0,,,,,,,,
721,,,,,,,,,,,,,,,the US MAAG,1.0,Trcasury,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The French GOVcrnment,1.0,pOints,1.0,the Joint Chiefs of Stafx,1.0,PleVcn,1,Rorrowin,1.0,namcGC resources for development,1.0,Treasury,5.0,,,,,lTheseare,1.0,,,,,,,,
722,,,,,,,,,,,,,,,the United Stales Involvement,1.0,Tribunal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The French Provisional Government,3.0,pOlicy,1.0,the Letourneau-Allard,1.0,PleVona,1,RovEW-n,1.0,ncr,1.0,Tse Tung,1.0,,,,,mOst,1.0,,,,,,,,
723,,,,,,,,,,,,,,,the Vietnamese Armed Forces,3.0,TroJo Board,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Ilnsite,1.0,pTcjrr,1.0,the Manila Pact,2.0,Potter Staff Agency,1,Royal,1.0,neCittcu.on,1.0,Tumka,1.0,,,,,ma.teria.l,1.0,,,,,,,,
724,,,,,,,,,,,,,,,the Vietnamese Army,6.0,Trode Foreign Relations Industry Reunification,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Joint Chiefs of Staff,3.0,pol5.uic.il,1.0,the Military Assistance Advisory Group,1.0,Power Staff Agency,1,Royal Laotian,1.0,neu tralist channels,1.0,U DOES EOT APPLY ',1.0,,,,,mentState Department,1.0,,,,,,,,
725,,,,,,,,,,,,,,,the Vietnamese Bureau of Investigation,1.0,Troika on Trial (MS Study for OSDISA,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Kuomintang Party,1.0,preVailing,1.0,the Military Staff Planners Conference,1.0,Pr esi dent',1,S. Enclosure 9,1.0,neu-traIism,1.0,U SECRET,1.0,,,,,merc,1.0,,,,,,,,
726,,,,,,,,,,,,,,,the Vietnamese Division,1.0,Trolning Rural Affairs Finance,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The National Security Council,2.0,priVileges,1.0,the Mutual Defense Assistance Program,1.0,Premier,1,S56,1.0,nonCommunist,1.0,"U, Swillingness",1.0,,,,,mlen.e.in,1.0,,,,,,,,
727,,,,,,,,,,,,,,,the Vietnamese Government,1.0,Trung-Bo or Central Viet Nam,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The National Union Front,1.0,proVided,1.0,the NATIONAL SECURITY COUNCIL ',1.0,Premiers,1,SA,1.0,nsj.tner,1.0,U-rS-.Air-Eo.rct,1.0,,,,,mo.r.i,1.0,,,,,,,,
728,,,,,,,,,,,,,,,the Vietnamese Ministry of Defense,1.0,Tuyen,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Provisional GoVemment,1.0,serVices,2.0,the NATO Army,1.0,President's Committee,1,SAIGON,6.0,oVert,2.0,U. S. Army (Civil Affairs,1.0,,,,,mtiHarrison Salisbury,1.0,,,,,,,,
729,,,,,,,,,,,,,,,the Vietnamese National Army,8.0,U-S. Aid SEATO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Ramadier Government,1.0,subVersiVe,1.0,the NSC Planning Board,3.0,Presidential Assistant,1,SBIBAR Pas KABULHERATESHED,1.0,opare.tion.al,1.0,U. S. Army I ',1.0,,,,,nCgotiating,1.0,,,,,,,,
730,,,,,,,,,,,,,,,the Vietnamese People's Army of North Vietnam,1.0,"U.S,-GVN",1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Seeieftirv of State,1.0,subncqv.tnt,1.0,the National Annies of,1.0,Presidents Special Committee,1,SEATO,24.0,pOlitical,1.0,U. S. Information,1.0,,,,,nOrl,1.0,,,,,,,,
731,,,,,,,,,,,,,,,the communist bloc,1.0,U.S. Actions,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The State Department,5.0,tako,1.0,the National Armies of thc Associated States,1.0,Press,2,SEATO Council,4.0,pOssibility,1.0,U. S. Navy,2.0,,,,,nUitarHy,1.0,,,,,,,,
732,,,,,,,,,,,,,,,uSed,1.0,U.S. Agency,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Truman Administration,3.0,thd Department of State,1.0,the National Armies of the Associatc-d States,1.0,Prims,1,SEATO Council and Military Staff,2.0,politioa.l,1.0,U.N.,1.0,,,,,nUitary,1.0,,,,,,,,
733,,,,,,,,,,,,,,,w4,1.0,U.S. Aid SEATO,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The U.S. Chiefs of Staff,2.0,the 1Joint Chiefs of Staff,1.0,the National Armies of the Associated States,6.0,Pritioh,1,SEATO J,1.0,preVailing,1.0,U.S Naval,1.0,,,,,nam,1.0,,,,,,,,
