,Index,Index_Count,Part-I,Part-I_Count,Part-2,Part-2_Count,Part-3,Part-3_Count,Part-IV-A-1,Part-IV-A-1_Count,Part-IV-A-2,Part-IV-A-2_Count,Part-IV-A-3,Part-IV-A-3_Count,Part-IV-A-4,Part-IV-A-4_Count,Part-IV-A-5,Part-IV-A-5_Count,Part-IV-B-1,Part-IV-B-1_Count,Part-IV-B-2,Part-IV-B-2_Count,Part-IV-B-3,Part-IV-B-3_Count,Part-IV-B-4,Part-IV-B-4_Count,Part-IV-B-5,Part-IV-B-5_Count,Part-IV-C-1,Part-IV-C-1_Count,Part-IV-C-2a,Part-IV-C-2a_Count,Part-IV-C-2b,Part-IV-C-2b_Count,Part-IV-C-2c,Part-IV-C-2c_Count,Part-IV-C-3,Part-IV-C-3_Count,Part-IV-C-4,Part-IV-C-4_Count,Part-IV-C-5,Part-IV-C-5_Count,Part-IV-C-6a,Part-IV-C-6a_Count,Part-IV-C-6b,Part-IV-C-6b_Count,Part-IV-C-6c,Part-IV-C-6c_Count,Part-IV-C-7a,Part-IV-C-7a_Count,Part-IV-C-7b,Part-IV-C-7b_Count,Part-IV-C-8,Part-IV-C-8_Count,Part-IV-C-9a,Part-IV-C-9a_Count,Part-IV-C-9b,Part-IV-C-9b_Count,Part-V-A-Vol-IA,Part-V-A-Vol-IA_Count,Part-V-A-Vol-IB,Part-V-A-Vol-IB_Count,Part-V-A-Vol-IC,Part-V-A-Vol-IC_Count,Part-V-A-Vol-IID,Part-V-A-Vol-IID_Count,Part-V-B-1,Part-V-B-1_Count,Part-V-B-2a,Part-V-B-2a_Count,Part-V-B-2b,Part-V-B-2b_Count,Part-V-B-3a,Part-V-B-3a_Count,Part-V-B-3b,Part-V-B-3b_Count,Part-V-B-3c,Part-V-B-3c_Count,Part-V-B-3d,Part-V-B-3d_Count,Part-V-B-4-Book-I,Part-V-B-4-Book-I_Count,Part-V-B-4-Book-II,Part-V-B-4-Book-II_Count,Part-VI-A,Part-VI-A_Count,Part-VI-B,Part-VI-B_Count,Part-VI-C-1,Part-VI-C-1_Count,Part-VI-C-2,Part-VI-C-2_Count,Part-VI-C-3,Part-VI-C-3_Count,Part-VI-C-4,Part-VI-C-4_Count
464,,,,,,,,,,,,,,,,,Nui Ba Den,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MICHEL,2.0,de Gaulle,1.0,,,MAURICE SCHUMANN,1,Refer,1.0,Vietnamose,1.0,Viet-Cong,6.0,,,,,Taylor,5.0,,,,,,,,
465,,,,,,,,,,,,,,,,,Nutt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ma,1.0,de Gaulles,1.0,,,MAURICE SCHUMANN TRANSMITTED A REQUEST OF BIDAULTS THAT,1,Reference Retort,1.0,Vietnams,1.0,Viet-Nam,4.0,,,,,Tet,4.0,,,,,,,,
466,,,,,,,,,,,,,,,,,O'Daniel,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MacArthur,2.0,de Lattre,8.0,,,MAURICE-,1,References A. NSC 5501 ',1.0,View,1.0,Vietminh,3.0,,,,,Thant,4.0,,,,,,,,
467,,,,,,,,,,,,,,,,,ODaniel,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Malony,1.0,doairo,1.0,,,MD COPT0,1,Regarding Bao Dai,1.0,Vigorous,1.0,Vietnameno,1.0,,,,,Thc Primc,2.0,,,,,,,,
468,,,,,,,,,,,,,,,,,OSOOSD Subj Vietnam,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manila Amembassy,1.0,doeS,1.0,,,MDAF,1,Rep Dai,1.0,Viot Minh58,1.0,Vietnamese Wavy,1.0,,,,,Thc United States,1.0,,,,,,,,
469,,,,,,,,,,,,,,,,,Op,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mao Tze TUNG,1.0,e. Continue,1.0,,,MOlotcv,1,RgnovT.Qndtio.n a.,1.0,W.,1.0,Vietnamrs,1.0,,,,,Thc unCompromis,1.0,,,,,,,,
470,,,,,,,,,,,,,,,,,Ordinance Number,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar,2.0,ehld ba,1.0,,,MaIbney,1,Rice,1.0,WILLIAMS,1.0,Vietnams,5.0,,,,,Thcre,1.0,,,,,,,,
471,,,,,,,,,,,,,,,,,P. J. Honey,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,March LI,1.0,eoXonlM Mm,1.0,,,MacArthur,3,Robert Murphy,1.0,Warfare,1.0,Vietnams pro-US,1.0,,,,,Thcy,1.0,,,,,,,,
472,,,,,,,,,,,,,,,,,P.J. Honey,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marie,1.0,f.,1.0,,,Majesty,1,Robertson,9.0,Wc,3.0,Vinh Binh,1.0,,,,,The Chahcman,1.0,,,,,,,,
473,,,,,,,,,,,,,,,,,PROJECT AID,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mario Cabinet,1.0,f. Statement,1.0,,,Majesty Bao Dai,1,Robertsons,1.0,Williams,6.0,Viol Cong,1.0,,,,,Theirs,2.0,,,,,,,,
474,,,,,,,,,,,,,,,,,Pamphlet,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marius Mouret,1.0,h-.'o,1.0,,,Makins,2,Roprosentativoo S,1.0,Williams MAGCH-CH91,1.0,Viot,1.0,,,,,Tho Unitod States,1.0,,,,,,,,
475,,,,,,,,,,,,,,,,,Panhandle,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marius Moutet,1.0,h.e assured vs,1.0,,,Malaya,1,Rptd Info IriOI-ATE,1.0,Wilton B. Persons,1.0,Viot Cong,4.0,,,,,Thou,1.0,,,,,,,,
476,,,,,,,,,,,,,,,,,Paris A. Colin,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marshall,23.0,hc.ed,1.0,,,Maloney Memorandum,1,Russien,1.0,Wood,1.0,Viot Cong Strength,1.0,,,,,Thro,1.0,,,,,,,,
477,,,,,,,,,,,,,,,,,Parish Priest,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marshall2637,1.0,hhil,1.0,,,Maltinroi,1,S b. Diem,1.0,Xieng Khouang,4.0,Viot Ham,1.0,,,,,Thtre,1.0,,,,,,,,
478,,,,,,,,,,,,,,,,,Pathet Lao,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marx,1.0,ho,1.0,,,Marshal Juin,1,S'.-iron,1.0,a. Question,1.0,Viot Hast,1.0,,,,,Thua Thien,3.0,,,,,,,,
479,,,,,,,,,,,,,,,,,Pathet Lao-NVA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mav,1.0,hofeire taora,1.0,,,Marshall De Lattre,1,S--- S,1.0,anti-Diem Vietnamese,1.0,Viot Nam,2.0,,,,,Tim,1.0,,,,,,,,
480,,,,,,,,,,,,,,,,,Peter Paret,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Max Andre,1.0,hovever,1.0,,,Massigli,1,S. Encouragement,1.0,anti-GVN,1.0,Viot Namle,1.0,,,,,Ton Duc Thang,1.0,,,,,,,,
481,,,,,,,,,,,,,,,,,Pham,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mekong Rivers,1.0,inTonkin,1.0,,,Maurice Schumann,3,S. Robertson,1.0,anti-Pathct,1.0,Viot Nams ',1.0,,,,,Tran,1.0,,,,,,,,
482,,,,,,,,,,,,,,,,,Pham Cong Tac,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Memorandum,23.0,incl mintonanco,1.0,,,McClintock,1,SAIGON,2.0,anti-Pathet Lao,1.0,Viot Nem,1.0,,,,,Tran Haoi Nam,1.0,,,,,,,,
483,,,,,,,,,,,,,,,,,Pham Hung,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metis,1.0,ites bee mo involvod,1.0,,,McCormack,1,SAIGON arr,1.0,anti-Sihanouk,4.0,Viotnamoso,1.0,,,,,Trinh,1.0,,,,,,,,
484,,,,,,,,,,,,,,,,,Pham Van Dong,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan Rc-rn-.n,1.0,itr qt,1.0,,,McReynolds,1,SCARCELY ANY,1.0,anti-Viet Minh,1.0,Vu Van Thai,1.0,,,,,Trinhs,1.0,,,,,,,,
485,,,,,,,,,,,,,,,,,Pham Van Dong 5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mhih,1.0,kS2 SECURITY,1.0,,,Mcridcs COtllcl Of GOurae,1,SECT CRISIS,1.0,apd training,1.0,Walt Rostow,1.0,,,,,Truong Chinh,2.0,,,,,,,,
486,,,,,,,,,,,,,,,,,Pham van Dong,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minh,2.0,la Vl,1.0,,,MelctcV,1,SECT LEADERS,1.0,arc,1.0,Wc,1.0,,,,,U.K. Goverer-ents,1.0,,,,,,,,
487,,,,,,,,,,,,,,,,,Pham van nowr,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Minh moV-monu,1.0,li ti,1.0,,,Memorandum,4,SECT'S,1.0,assura,1.0,West Coast11-13,1.0,,,,,US W,1.0,,,,,,,,
488,,,,,,,,,,,,,,,,,Phan Hung,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mm,1.0,ly 800 r.e.t stro-,1.0,,,Mendes,28,SHER Ei,1.0,b.,2.0,Whether Kennedy,1.0,,,,,Ulbricht,1.0,,,,,,,,
489,,,,,,,,,,,,,,,,,Phan Quang Dan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mnontv,1.0,masse de manoeuvre,1.0,,,Mendes-France,2,SITUATION DI SOUTH VIETNAM,1.0,b. Answer,1.0,Whora,1.0,,,,,Ulirred Burchccc,1.0,,,,,,,,
490,,,,,,,,,,,,,,,,,Pharn Cong Tac,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moffat,3.0,memorandum a.,1.0,,,Mendss,1,SS,2.0,b. Politically,1.0,Wider,1.0,,,,,United States-North,1.0,,,,,,,,
491,,,,,,,,,,,,,,,,,Philippe Devillers,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Monde,1.0,mioaion ba,1.0,,,Mercha,1,SS Recd,1.0,"basis,-",1.0,Wijliani,1.0,,,,,Uri SaID,1.0,,,,,,,,
492,,,,,,,,,,,,,,,,,Phom Von Deny-,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morale,1.0,mora Franco phile,1.0,,,Merchant,3,SUBJECT Possible,1.0,bc,1.0,William P. Bundy Acting Cy,1.0,,,,,V>'hy,1.0,,,,,,,,
493,,,,,,,,,,,,,,,,,Phoumi Nosavan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mos,1.0,must ba,1.0,,,Military Aid,1,Saigon,1.0,c.,2.0,Williams,3.0,,,,,VIBTiJAM,1.0,,,,,,,,
494,,,,,,,,,,,,,,,,,Phu Loi,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motllitl SEA,1.0,n. fqub,1.0,,,Min Isler,1,Saintenay,1.0,c. Cooperation,1.0,Wm,1.0,,,,,VIET-NAM,1.0,,,,,,,,
495,,,,,,,,,,,,,,,,,Phu Loi Mass Murder,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mould,1.0,nW r.,1.0,,,Minh,3,Sainteny,1.0,c. Keep,1.0,Xieng,1.0,,,,,VJETC0NG,1.0,,,,,,,,
496,,,,,,,,,,,,,,,,,Phuoc Tuy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mountbatten,4.0,nee,1.0,,,Mining Chauvei,1,Sainteny Mission,1.0,c. Laos,1.0,Xieng Khouang,1.0,,,,,VTEma,1.0,,,,,,,,
497,,,,,,,,,,,,,,,,,Pike,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moutc,1.0,neritej tonda,1.0,,,Ministers,1,Saintony,1.0,c. Paragraphs 40,1.0,Xieng Khuang,1.0,,,,,Van Dong,3.0,,,,,,,,
498,,,,,,,,,,,,,,,,,Pineau,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moutet,7.0,oult ba,1.0,,,Ml d. C ',1,Sandri MA,1.0,c. Seak .to,1.0,Xt,1.0,,,,,Vfelt W. .Rostov,1.0,,,,,,,,
499,,,,,,,,,,,,,,,,,Pius XI,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mureb S.,1.0,qO,1.0,,,Mn ryPthTon,1,Sao Dai,1.0,c. Vietnam,1.0,Young,1.0,,,,,VhAT CCN-RlBUl,1.0,,,,,,,,
500,,,,,,,,,,,,,,,,,Pre-Geneva,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWD Dale,2.0,r. i.t,1.0,,,Mo,1,Sbrirssuocf actlOT,1.0,c. private,1.0,Ytyub,1.0,,,,,Vie,2.0,,,,,,,,
501,,,,,,,,,,,,,,,,,Preparations Winter,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWD Dale 2011,10.0,rS,1.0,,,Mohn Stennis,1,Scat,1.0,dcsirc,1.0,"ZW'OM r CiyJXh,-',2.ljl67,500",1.0,,,,,Viecnan,1.0,,,,,,,,
502,,,,,,,,,,,,,,,,,Prince Souphanouvong,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWD Dale 2011 Fori,1.0,rdlnato l.Vel,1.0,,,MolOtcV,1,Schumann,3.0,distributed1,1.0,a Combined Headquarters,1.0,,,,,Vieiinam,1.0,,,,,,,,
503,,,,,,,,,,,,,,,,,Qt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWD Dale 2011 Page,1.0,sth Meeting,1.0,,,Mollet,1,Schumann towOrrov,1.0,dsgron ir,1.0,a U. S. South Vietnam,1.0,,,,,Viet Cong,1.0,,,,,,,,
504,,,,,,,,,,,,,,,,,Quang Nai,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWD Dale 2011 V.B Justification,1.0,stron.-ly,1.0,,,Mouette,1,Scot,1.0,e c. Encourage,1.0,a.,2.0,,,,,Viet Minh,3.0,,,,,,,,
505,,,,,,,,,,,,,,,,,Quang Nai-Binh Dinh Ham,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nang,2.0,thc throe,1.0,,,MqIqtoy,1,Se,2.0,e. Continue,1.0,a. Confer,1.0,,,,,Viet-cong,1.0,,,,,,,,
506,,,,,,,,,,,,,,,,,Quang Ngai,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanking Dai,1.0,the Viet Minh,1.0,,,Mtey,1,Secretariat c.,1.0,e. g.,1.0,a. Improve,2.0,,,,,Vietcoug,1.0,,,,,,,,
507,,,,,,,,,,,,,,,,,Quang Tri,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nanking Saigon,1.0,tho t.,1.0,,,Murphy,3,Secrotcri,1.0,fron,1.0,a. Increase,1.0,,,,,ViethaoeSe-Laotian,1.0,,,,,,,,
508,,,,,,,,,,,,,,,,,Quemoy,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nankins WASttixGTox,1.0,tho throe,1.0,,,NEVER UNDERSTAND WHY,1,Secrotnriat,1.0,ft civ,1.0,a. Long,1.0,,,,,Vietnams,1.0,,,,,,,,
509,,,,,,,,,,,,,,,,,Quo Accepted,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nationalist Chinn,1.0,tiOns,1.0,,,NEVERTHELESS LOOKED TOWARD,1,Sf7,1.0,fuoyi13,1.0,a. Naval,1.0,,,,,VietnanoSe,1.0,,,,,,,,
510,,,,,,,,,,,,,,,,,Quo Accepted 7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nehru,2.0,titu E. h'S ba-n,1.0,,,NIACT SENT DEPARTMENT,1,Signed H. STRUVE,1.0,ganda,1.0,a. hevelorment,1.0,,,,,Vigt,1.0,,,,,,,,
511,,,,,,,,,,,,,,,,,RM-2967-ARPA,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neuer,1.0,unI tho korean,1.0,,,NPL,1,SignedC. E. Wilson 1,1.0,gard encc,1.0,advanCed,1.0,,,,,Villiam Budy,1.0,,,,,,,,
512,,,,,,,,,,,,,,,,,RM-4140,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nev,1.0,wan,1.0,,,NSC Memorandum,1,SignedC.E. Wilson,1.0,gu subversiond,1.0,agrarian affttrs,1.0,,,,,Vinh,1.0,,,,,,,,
513,,,,,,,,,,,,,,,,,RM-4140-PR,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyen,1.0,william J. Donovan,1.0,,,NSC2E85379349 Cpy,1,SituatiOn,1.0,hao almost,1.0,al Secu 1,1.0,,,,,Vinh Linh,1.0,,,,,,,,
514,,,,,,,,,,,,,,,,,RM-4983,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyen Hai,1.0,,,,,NWD Dale,3,Smith,3.0,hi.ch,1.0,anti-Diem,1.0,,,,,Vl'etnameSe,1.0,,,,,,,,
515,,,,,,,,,,,,,,,,,Randolph McC. Pate II,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyen Van Xuan,2.0,,,,,NWD Dale 2011,2,Socratary,1.0,hn.e,1.0,b.,7.0,,,,,Vlashinston,1.0,,,,,,,,
516,,,,,,,,,,,,,,,,,Raskin,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nimitz,1.0,,,,,NWD Dale 2011 ',1,Son Ngoc Thanh,1.0,hu,1.0,b. Call,1.0,,,,,W.-IAT,1.0,,,,,,,,
517,,,,,,,,,,,,,,,,,Refer,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NoVernber,1.0,,,,,NaVarre,1,StOcicl,1.0,ill 01 II Chi tich,1.0,b. Control,1.0,,,,,WHA,1.0,,,,,,,,
518,,,,,,,,,,,,,,,,,Regrouped North,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Num,1.0,,,,,Naoerre,1,Sta,1.0,j. $,1.0,b. Sailing,1.0,,,,,Walt W. Rostow,1.0,,,,,,,,
519,,,,,,,,,,,,,,,,,Regroupees,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nzuyen Phan Long,1.0,,,,,Napalm,1,Stasscn,2.0,j.ur oiiVAjx,1.0,b. Strengthen,1.0,,,,,Wb,1.0,,,,,,,,
520,,,,,,,,,,,,,,,,,Regroupment Diary,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Sullivan,7.0,,,,,Naval Aviation,1,Stassen,3.0,jZiW,1.0,c.,12.0,,,,,Wc,3.0,,,,,,,,
521,,,,,,,,,,,,,,,,,Reuben Robertson,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O'Svllivan,1.0,,,,,Naval Forcer,1,Struve Hensel,1.0,jct aircraft.,1.0,c. Assist,1.0,,,,,Weiryu Hata,1.0,,,,,,,,
522,,,,,,,,,,,,,,,,,Revolutionary Warfare,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. C. S. SS51s,1.0,,,,,Navarre,33,Stump,1.0,jin,1.0,c. Determine,1.0,,,,,WiIson,1.0,,,,,,,,
523,,,,,,,,,,,,,,,,,Rice,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O. S. GCf,1.0,,,,,Navarres,4,Sturm,1.0,lin s-,1.0,c. Expand,1.0,,,,,Wil-,1.0,,,,,,,,
524,,,,,,,,,,,,,,,,,Richard P. Stebbins,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OCT,1.0,,,,,Navarres oontroI.,1,Subject,1.0,liu,1.0,c. Protection Against Infiltration,1.0,,,,,Wilfred Burchett,1.0,,,,,,,,
525,,,,,,,,,,,,,,,,,Richard W. Lindholm,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OISTR1BUTION,1.0,,,,,NgO Dinh,1,Sullivan,2.0,militey assi-stce,1.0,c. Provide,1.0,,,,,Will Stand,1.0,,,,,,,,
526,,,,,,,,,,,,,,,,,Robert A. Rupen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTGO1NG,1.0,,,,,Ngo Dinti Diom,1,Sullivan Cys,1.0,nam,1.0,c. U.S,1.0,,,,,William,1.0,,,,,,,,
527,,,,,,,,,,,,,,,,,Robert B. Carney,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OUTGO1NG Telegram,1.0,,,,,Norodom Palace,1,Tab A,1.0,nene,1.0,c. Undertake,1.0,,,,,William Baggs,2.0,,,,,,,,
528,,,,,,,,,,,,,,,,,Robert Farrell,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oarlie,1.0,,,,,Noteworthy,1,Tab A.,1.0,norma,1.0,c. cinglo,1.0,,,,,William Bundy,1.0,,,,,,,,
529,,,,,,,,,,,,,,,,,Robert H. B.,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ofat,1.0,,,,,O'Daniel,10,Tab ARecommended Force LevelsViet-Nam,1.0,nv,1.0,cc Hr,1.0,,,,,William C. Baggs,2.0,,,,,,,,
530,,,,,,,,,,,,,,,,,Robert S. McNamara,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ojo,1.0,,,,,O'Daniel Report,1,Tako,1.0,oW Wounctef 1 13,1.0,counterguerrilla roti,1.0,,,,,William O. Baggs,1.0,,,,,,,,
531,,,,,,,,,,,,,,,,,Robert Scigliano,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ona,1.0,,,,,O'Daniel USA,1,Tam,5.0,orsr,1.0,cufficlett,1.0,,,,,Wilson,2.0,,,,,,,,
532,,,,,,,,,,,,,,,,,Robert Shaplen,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Onoe Dan Dang,1.0,,,,,O.,1,Tha Kabul KandaharZohidan,1.0,parCctiir,1.0,d.,1.0,,,,,Wind,1.0,,,,,,,,
533,,,,,,,,,,,,,,,,,Robert Shaplens,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partv,2.0,,,,,OC3,1,Thc,1.0,pro-Sovict,1.0,d. Install,1.0,,,,,Xovcm,1.0,,,,,,,,
534,,,,,,,,,,,,,,,,,Robert Sheer,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Ramadier,1.0,,,,,ODanicl,1,Thc Cao Dai,1.0,propa ganda,1.0,de Jistriet,1.0,,,,,Y.,1.0,,,,,,,,
535,,,,,,,,,,,,,,,,,Robertson,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul T. Culbertson,1.0,,,,,ODaniel,3,Thc French,2.0,r b. Burma,1.0,delegat j. mamtmum powor to'take,1.0,,,,,YCU9E-IEVED,1.0,,,,,,,,
536,,,,,,,,,,,,,,,,,Roger Hilsman,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phan Van Dong,1.0,,,,,OOnduct,1,Thc Link Xuycn Sect,1.0,s b.,1.0,designod io,1.0,,,,,YHl,1.0,,,,,,,,
537,,,,,,,,,,,,,,,,,Role,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phan Van Dong's,1.0,,,,,OP SpMKs PT Co?y,1,The Binh Xuyen,2.0,srle Foo .;o,1.0,differenceAmbassador Galbraith,1.0,,,,,Yhich,1.0,,,,,,,,
538,,,,,,,,,,,,,,,,,Ronald B. Briery,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PhiIip E. Gallagher,1.0,,,,,OT.tox Cnfy,1,The Moa Hao,1.0,strongest,1.0,e. g.,1.0,,,,,Yietcong,1.0,,,,,,,,
539,,,,,,,,,,,,,,,,,Roosevelt,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre Juin,1.0,,,,,Ofijin Ma,1,The U. S,1.0,supplies b. equipment,1.0,financialcuot ba,1.0,,,,,Ylo,1.0,,,,,,,,
540,,,,,,,,,,,,,,,,,Rousseau,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pliat,1.0,,,,,Ofncut Ont,1,The Viet Minh,1.0,t b. Slight,1.0,frora,1.0,,,,,Yo,1.0,,,,,,,,
